ccard,ccn,key,pin,quota,validthru
Citibank,3608-1721-5696-1968,3888,362,1200,May/2023
Citibank,3608-1682-4458-1054,3920,633,1200,Apr/2025
Citibank,3608-1333-5132-1794,3834,149,1600,Jan/2020
Citibank,3608-1782-4158-1056,3726,904,1200,Jul/2025
Citibank,3608-1395-5152-1198,2088,173,1300,Jan/2019
Citibank,3608-1333-5196-1623,7576,904,2000,Mar/2021
Citibank,3608-2596-4342-1068,6157,956,1800,Aug/2019
Citibank,3608-2067-4038-1361,5660,356,1400,Jan/2021
Citibank,3608-2751-4005-1900,4180,411,1700,Apr/2025
Citibank,3608-2751-4580-1407,5061,129,1400,Nov/2024
Citibank,3608-1192-4236-1844,2436,965,1600,Aug/2018
Citibank,3608-2181-5394-1056,5336,193,1800,Nov/2021
Citibank,3608-2181-4288-1001,6825,108,1400,Feb/2019
Citibank,3608-2067-4354-1220,2662,568,1500,Apr/2024
Citibank,3608-2751-5884-1623,7218,613,1600,May/2024
Citibank,3608-1682-5015-1497,5584,880,1600,Oct/2023
Citibank,3608-2751-4856-1839,3849,404,1800,Sep/2024
Citibank,3608-2067-5745-1292,7160,71,2000,Aug/2024
Citibank,3608-2507-4657-1377,5523,430,1000,Jan/2021
Citibank,3608-1395-4288-1188,7264,395,1100,Apr/2024
Citibank,3608-2968-5756-1214,7482,566,1100,Jul/2022
Citibank,3608-2596-4383-1983,3828,699,1000,Aug/2021
Citibank,3608-2596-5884-1383,4178,474,1900,Jan/2024
Citibank,3608-1721-4657-1220,7067,69,1000,May/2024
Citibank,3608-2596-4354-1217,7209,512,1600,Sep/2025
Citibank,3608-2968-5030-1220,6290,772,1300,Aug/2018
Citibank,3608-2588-4344-1014,7882,344,1700,Apr/2025
Citibank,3608-1721-5691-1440,2883,212,1200,Jan/2020
Citibank,3608-1395-5988-1301,3106,928,2000,Jan/2024
Citibank,3608-1192-5756-1915,7826,455,1800,Jul/2025
Citibank,3608-2507-4158-1705,4176,395,1100,Dec/2023
Citibank,3608-2596-5745-1182,6889,797,1800,Aug/2022
Citibank,3608-2181-5551-1839,4954,877,1700,Feb/2024
Citibank,3608-2588-5634-1194,4123,308,1000,Jun/2020
Citibank,3608-2181-4951-1274,4686,40,2000,Dec/2022
Citibank,3608-2067-4318-1686,7256,256,1900,Jun/2025
Citibank,3608-2507-4994-1157,2362,212,1200,Feb/2023
Citibank,3608-2588-4160-1668,6608,818,1600,Feb/2024
Citibank,3608-2181-5551-1265,6914,215,1300,Nov/2025
Citibank,3608-1682-4951-1475,5615,643,1200,Apr/2024
Citibank,3608-1721-4344-1983,5849,909,1800,Jul/2023
Citibank,3608-1782-5634-1892,6770,139,1300,Jul/2025
Citibank,3608-2067-4657-1255,6659,408,1000,Jun/2025
Citibank,3608-1682-5884-1935,2650,977,1400,Aug/2018
Citibank,3608-2067-5750-1094,3438,757,1200,Oct/2020
Citibank,3608-2588-4458-1999,2321,726,1900,Jul/2024
Citibank,3608-2067-5407-1185,6725,169,1000,Oct/2019
Citibank,3608-2968-5038-1038,6714,497,1400,Aug/2023
Citibank,3608-2800-5756-1394,5672,947,1800,Apr/2025
Citibank,3608-2751-5551-1217,6630,994,1800,Dec/2021
Citibank,3608-2800-5766-1055,2390,225,1000,Nov/2023
Citibank,3608-2751-4329-1245,3525,713,1800,Apr/2018
Citibank,3608-1333-5632-1300,3845,523,1500,Sep/2025
Citibank,3608-2596-5407-1551,5179,578,1100,Oct/2019
Citibank,3608-1721-5459-1351,4625,522,2000,Jun/2019
Citibank,3608-1782-4856-1935,6999,611,1400,Jan/2019
Citibank,3608-1782-5638-1001,5150,0,1800,Mar/2024
Citibank,3608-2968-5015-1214,2357,833,2000,Jun/2018
Citibank,3608-2968-4383-1583,4966,54,1300,Feb/2020
Citibank,3608-1333-5489-1551,7990,369,2000,May/2018
Citibank,3608-2596-5791-1682,3725,120,1600,Sep/2020
Citibank,3608-1782-5470-1537,2681,596,1500,Jun/2018
Citibank,3608-1395-5884-1474,7859,804,1200,Apr/2020
Citibank,3608-2181-5632-1976,5898,304,1400,Sep/2024
Citibank,3608-2968-5459-1646,3990,169,1100,Nov/2021
Citibank,3608-2800-5196-1054,7618,265,1900,Apr/2022
Citibank,3608-2596-4344-1646,3519,795,1700,Aug/2024
Citibank,3608-2067-4668-1935,4730,490,1400,Mar/2019
Citibank,3608-1721-5333-1558,6779,531,1500,Sep/2020
Citibank,3608-1682-4951-1351,4867,210,1800,Apr/2020
Citibank,3608-1395-5333-1377,3627,106,1400,Mar/2025
Citibank,3608-1333-4160-1214,7304,919,1500,Feb/2023
Citibank,3608-2507-5470-1381,2471,306,1300,May/2023
Citibank,3608-1192-5890-1255,3037,764,1500,Apr/2021
Citibank,3608-2800-5551-1705,3299,133,1200,Aug/2020
Citibank,3608-2596-5458-1935,5569,592,1200,Jan/2021
Citibank,3608-2596-4344-1190,5262,493,2000,Oct/2025
Citibank,3608-1333-5132-1999,6527,83,1300,Dec/2024
Citibank,3608-1395-4288-1399,7420,150,1400,Jan/2018
Citibank,3608-2968-4668-1265,6672,534,1300,Jun/2024
Citibank,3608-1721-5745-1163,7803,926,1400,Feb/2019
Citibank,3608-1333-4657-1157,7576,911,1000,Nov/2019
Citibank,3608-2067-5030-1217,3058,685,1900,Feb/2024
Citibank,3608-1333-4856-1383,3444,391,1100,Aug/2023
Citibank,3608-2596-5038-1355,5676,150,1400,Jul/2023
Citibank,3608-1192-4711-1056,3076,97,1300,Jun/2024
Citibank,3608-1395-5038-1837,5250,266,1300,May/2021
Citibank,3608-2067-5745-1795,3719,669,1800,Jan/2021
Citibank,3608-2751-5983-1960,7600,716,1400,Sep/2020
Citibank,3608-2968-5015-1617,3671,957,1100,Dec/2021
Citibank,3608-1721-4329-1134,4017,312,1700,Jan/2019
Citibank,3608-2181-5988-1383,5873,746,1400,May/2024
Citibank,3608-1782-4657-1377,2233,482,1100,Jul/2024
Citibank,3608-1782-5756-1399,4541,360,1400,Aug/2018
Citibank,3608-1395-4354-1121,6132,568,1000,Jun/2018
Citibank,3608-2067-5696-1583,4487,813,1700,Nov/2023
Citibank,3608-1682-5791-1014,2313,198,1600,Oct/2018
Citibank,3608-2751-5745-1064,4009,841,1500,Dec/2019
Citibank,3608-2507-4005-1828,7272,306,1600,Jan/2025
Citibank,3608-1721-5766-1245,3531,74,1100,Sep/2018
Citibank,3608-1395-4458-1407,3149,727,1500,Oct/2025
Citibank,3608-2181-5791-1718,4817,821,1900,Jul/2021
Citibank,3608-2507-5756-1856,2965,108,1900,May/2023
Citibank,3608-1333-5983-1892,4420,917,1900,Oct/2019
Citibank,3608-2588-5756-1407,4758,261,1600,Jan/2024
Citibank,3608-1192-4383-1717,2005,117,2000,Mar/2018
Citibank,3608-1395-4354-1476,4696,709,1300,Jul/2024
Citibank,3608-2507-5132-1381,3836,966,1800,May/2020
Citibank,3608-1192-4038-1980,3694,797,1300,Mar/2018
Citibank,3608-2507-5152-1821,6644,940,1700,Jul/2025
Citibank,3608-1395-4236-1068,2779,856,1000,Jan/2020
Citibank,3608-1682-5489-1198,3568,839,1700,Jun/2021
Citibank,3608-2800-5470-1244,6313,764,1400,Mar/2020
Citibank,3608-1192-4158-1274,5607,134,1000,Mar/2018
Citibank,3608-2800-5691-1215,6618,740,1800,Feb/2018
Citibank,3608-1333-4711-1129,6212,794,1300,Mar/2023
Citibank,3608-2067-4264-1381,6372,907,1100,May/2023
Citibank,3608-2596-5038-1589,5175,554,1400,Dec/2023
Citibank,3608-2751-5638-1109,5081,574,1800,Sep/2021
Citibank,3608-1782-5038-1804,4838,580,1000,Aug/2023
Citibank,3608-1682-4856-1185,4370,17,1600,Sep/2020
Citibank,3608-1721-4994-1475,4876,303,1500,Nov/2021
Citibank,3608-1721-4005-1623,4157,181,1200,Apr/2019
Citibank,3608-2800-5724-1038,5391,139,1100,Feb/2023
Citibank,3608-2800-5632-1163,2606,667,1700,Oct/2020
Citibank,3608-2067-5634-1744,6657,183,1100,Jun/2024
Citibank,3608-2067-4994-1497,2956,592,1800,Feb/2025
Citibank,3608-1333-5470-1537,7018,544,1300,Sep/2022
Citibank,3608-1192-4383-1795,2318,774,1600,Nov/2018
Citibank,3608-2596-4458-1094,4845,935,1400,Aug/2024
Citibank,3608-1682-5750-1245,2702,142,2000,May/2023
Citibank,3608-1395-5638-1795,2004,676,1800,Oct/2023
Citibank,3608-1682-4038-1399,7923,89,1700,Jan/2018
Citibank,3608-2751-5394-1428,7000,723,2000,Nov/2019
Citibank,3608-1395-4394-1892,2787,185,2000,Sep/2020
Citibank,3608-1682-4445-1189,2588,943,1600,Sep/2019
Citibank,3608-2181-4005-1983,6311,844,1800,Jun/2025
Citibank,3608-1192-5030-1435,3125,299,1200,Oct/2022
Citibank,3608-2181-4236-1465,5861,632,1400,Nov/2021
Citibank,3608-1192-4160-1068,2366,711,1300,Sep/2025
Citibank,3608-2751-4318-1838,7598,634,1600,Sep/2021
Citibank,3608-2067-4458-1916,5998,33,1400,Oct/2018
Citibank,3608-1192-4264-1130,6390,736,1800,May/2019
Citibank,3608-2181-4342-1032,3236,763,1000,Jun/2024
Citibank,3608-2800-4445-1718,7076,381,1200,Jan/2023
Citibank,3608-1682-4394-1361,4318,508,1000,Sep/2020
Citibank,3608-1682-5196-1024,4003,614,1300,Oct/2023
Citibank,3608-1682-4856-1068,6741,42,1300,Dec/2023
Citibank,3608-2800-5750-1646,6071,131,2000,Oct/2020
Citibank,3608-1782-4160-1839,5278,940,1500,Aug/2019
Citibank,3608-1782-5489-1660,3977,220,1200,Jul/2024
Citibank,3608-1782-5196-1551,3630,184,1900,Apr/2023
Citibank,3608-2181-5745-1278,6746,277,1700,May/2023
Citibank,3608-2751-5691-1383,5366,846,1800,Nov/2018
Citibank,3608-1721-5691-1980,3162,346,1400,Jan/2023
Citibank,3608-2507-5983-1551,6818,994,1600,Aug/2018
Citibank,3608-1333-4657-1130,7388,237,1000,Aug/2021
Citibank,3608-2751-5890-1558,5865,388,1500,Jul/2025
Citibank,3608-2596-4318-1497,6211,573,1100,Jun/2020
Citibank,3608-2596-5724-1614,2204,901,1100,Mar/2023
Citibank,3608-1333-4354-1631,6449,631,1600,Sep/2018
Citibank,3608-1395-4038-1551,6550,398,1400,Nov/2023
Citibank,3608-1395-4342-1936,3311,476,1000,Jun/2021
Citibank,3608-2751-4523-1301,2076,117,1900,Jul/2024
Citibank,3608-1333-5634-1383,2587,766,1300,Oct/2019
Citibank,3608-1721-5551-1465,2941,568,1900,May/2020
Citibank,3608-1192-5459-1838,5444,324,2000,Aug/2021
Citibank,3608-1682-5038-1009,7152,288,1000,Mar/2024
Citibank,3608-1721-5988-1265,5921,14,1900,May/2024
Citibank,3608-1682-4344-1014,4458,255,1100,Nov/2024
Citibank,3608-2507-5196-1915,7946,531,1700,Apr/2023
Citibank,3608-2181-5015-1163,2320,476,1400,Jun/2025
Citibank,3608-2588-5459-1055,3369,382,1700,Aug/2024
Citibank,3608-1333-4994-1935,3295,115,1800,Oct/2024
Citibank,3608-1395-5459-1856,6159,486,1000,Aug/2024
Citibank,3608-1721-5884-1109,3363,351,1300,Jul/2021
Citibank,3608-1333-5745-1686,7022,834,1000,Dec/2024
Citibank,3608-1721-4994-1129,6968,888,1500,Jul/2020
Citibank,3608-1192-4158-1255,5698,838,1900,Aug/2025
Citibank,3608-1782-5458-1440,2539,863,1500,Jul/2020
Citibank,3608-2588-4711-1278,6533,624,1100,Aug/2025
Citibank,3608-1782-4856-1188,6455,497,1300,Feb/2022
Citibank,3608-2507-4264-1300,6997,292,1500,Nov/2020
Citibank,3608-2800-5632-1617,2090,998,1300,Jan/2021
Citibank,3608-1682-4994-1351,5655,487,2000,Apr/2024
Citibank,3608-2751-4264-1181,4645,554,1100,Sep/2018
Citibank,3608-2181-5884-1839,4029,489,1100,Apr/2025
Citibank,3608-1192-4668-1245,2414,913,1200,Apr/2024
Citibank,3608-2181-5791-1856,7453,194,1400,Feb/2021
Citibank,3608-2181-5394-1244,6709,52,1200,Aug/2020
Citibank,3608-2181-4856-1794,2252,977,1500,Nov/2024
Citibank,3608-2596-5038-1931,6446,331,1500,Nov/2024
Citibank,3608-1721-4329-1603,7575,696,1200,Jul/2022
Citibank,3608-2181-4523-1856,2892,780,1400,Jul/2018
Citibank,3608-2596-5988-1744,3215,213,2000,Oct/2021
Citibank,3608-1192-5724-1537,4307,810,1100,Oct/2019
Citibank,3608-1192-5884-1916,7244,763,1900,Apr/2022
Citibank,3608-2596-4668-1198,7204,914,1600,Sep/2021
Citibank,3608-2588-4458-1837,7714,596,1000,Sep/2023
Citibank,3608-2800-4158-1900,6789,306,1900,Nov/2020
Citibank,3608-2751-5745-1394,6426,173,1300,Aug/2021
Citibank,3608-1682-5152-1188,7531,491,1200,Jun/2021
Citibank,3608-2800-5132-1064,3318,961,1600,Jul/2023
Citibank,3608-1721-5988-1055,5569,717,1700,May/2025
Citibank,3608-2968-5696-1407,7125,670,1100,Jun/2018
Citibank,3608-2751-5470-1475,5272,520,1500,Oct/2024
Citibank,3608-2507-5791-1014,6960,674,1700,Sep/2023
Citibank,3608-2800-5015-1381,5481,206,1000,Jul/2019
Citibank,3608-2968-4580-1474,1968,142,1900,Apr/2025
Citibank,3608-1395-4005-1839,6946,999,1400,Oct/2021
Citibank,3608-2181-4657-1593,5121,967,1900,Aug/2023
Citibank,3608-2751-4580-1718,6209,806,1500,Oct/2019
Citibank,3608-2588-5696-1474,4815,39,2000,Jul/2020
Citibank,3608-2968-5407-1518,2986,575,1300,Aug/2025
Citibank,3608-1782-4342-1381,7057,62,1700,Jul/2019
Citibank,3608-2800-5038-1838,3060,844,1100,Oct/2019
Citibank,3608-2751-5030-1383,6018,995,1600,May/2022
Citibank,3608-2588-5551-1128,5968,810,1700,Aug/2023
Citibank,3608-1192-5407-1551,6480,324,1900,Feb/2024
Citibank,3608-1333-4668-1614,2927,104,1900,Jul/2020
Citibank,3608-2968-4580-1761,2612,379,1400,Mar/2021
Citibank,3608-2751-5551-1936,7714,600,1100,Mar/2025
Citibank,3608-2596-5015-1474,6191,378,1200,Aug/2018
Citibank,3608-2588-4354-1839,5881,145,1300,Oct/2024
Citibank,3608-2067-5632-1255,2599,957,1600,Nov/2020
Citibank,3608-1192-4160-1717,3201,914,1700,Nov/2022
Citibank,3608-2507-5988-1976,5963,397,2000,Apr/2018
Citibank,3608-2800-4158-1589,7945,539,1700,Jun/2023
Citibank,3608-2507-5333-1717,4930,879,1300,May/2022
Citibank,3608-2067-4318-1129,2451,177,1000,Feb/2025
Citibank,3608-2181-5038-1190,2775,902,1100,Apr/2018
Citibank,3608-1721-4354-1292,3354,441,1600,Aug/2025
Citibank,3608-2751-5038-1109,5883,338,1200,May/2022
Citibank,3608-2507-5038-1596,4744,61,1900,May/2024
Citibank,3608-1192-5884-1660,7506,872,1600,Oct/2021
Citibank,3608-2800-4354-1900,5201,817,1200,Jun/2020
Citibank,3608-1192-5152-1001,2629,688,1900,Mar/2023
Citibank,3608-1682-5632-1597,2795,92,1000,May/2022
Citibank,3608-2067-5988-1968,7765,804,1900,Jun/2022
Citibank,3608-1682-4458-1518,4992,162,1200,Sep/2025
Citibank,3608-1721-5750-1705,5313,990,1900,Nov/2024
Citibank,3608-2968-5634-1892,5436,406,1900,Nov/2019
Citibank,3608-2507-4329-1055,5242,889,1600,Aug/2024
Citibank,3608-2181-4288-1038,4517,337,1400,Aug/2018
Citibank,3608-2968-5459-1216,4969,263,1600,Feb/2022
Citibank,3608-2968-5745-1475,5662,296,1800,Jun/2022
Citibank,3608-2596-5470-1038,4306,651,1800,Oct/2021
Citibank,3608-2968-5015-1194,5726,282,1200,Jul/2018
Citibank,3608-2067-4354-1623,6504,425,1300,Oct/2022
Citibank,3608-1682-4038-1804,6898,449,1000,Mar/2025
Citibank,3608-1192-4354-1094,6625,169,1400,Jun/2024
Citibank,3608-1395-5724-1351,6859,884,1700,Apr/2025
Citibank,3608-1782-5196-1032,3007,883,1100,Feb/2018
Citibank,3608-2067-5030-1265,6570,544,2000,Nov/2019
Citibank,3608-1721-4344-1637,5884,80,1100,Mar/2021
Citibank,3608-1721-5750-1572,7478,400,1000,Jul/2018
Citibank,3608-1721-4158-1377,5711,360,1700,Jun/2019
Citibank,3608-1192-5756-1856,5553,127,2000,Nov/2025
Citibank,3608-2067-5458-1603,2293,668,1600,Feb/2019
Citibank,3608-2067-5407-1428,5527,49,1200,Oct/2021
Citibank,3608-2181-5132-1475,3057,103,1600,Oct/2019
Citibank,3608-1192-4856-1558,3870,391,1400,Mar/2024
Citibank,3608-1333-4383-1821,2768,497,1400,Apr/2022
Citibank,3608-1395-4160-1399,4304,556,2000,Oct/2025
Citibank,3608-2507-5745-1300,3006,84,1200,May/2020
Citibank,3608-1395-5459-1745,3967,356,1400,Apr/2021
Citibank,3608-2596-4236-1646,6298,886,1000,Jul/2022
Citibank,3608-1333-5724-1217,5312,602,1700,Feb/2018
Citibank,3608-2751-4236-1244,4909,391,1100,Jun/2021
Citibank,3608-2800-5791-1181,3365,959,1300,May/2025
Citibank,3608-2751-5132-1613,6689,556,1000,Aug/2021
Citibank,3608-2968-5458-1631,6468,7,2000,Nov/2018
Citibank,3608-2751-5459-1660,3242,401,1500,Feb/2019
Citibank,3608-2181-5038-1900,2288,695,1800,Feb/2020
Citibank,3608-2588-5152-1839,7554,384,1200,Feb/2024
Citibank,3608-2588-5038-1537,4300,796,1700,Jun/2024
Citibank,3608-2588-4668-1054,7322,489,1000,Mar/2023
Citibank,3608-2181-4342-1558,4461,231,1400,Jul/2025
Citibank,3608-2507-4329-1596,4773,610,1300,Sep/2024
Citibank,3608-1782-4038-1935,3885,652,1000,Oct/2022
Citibank,3608-2067-4318-1900,2087,586,1900,Mar/2019
Citibank,3608-2751-5038-1631,4348,220,1100,Aug/2019
Citibank,3608-2596-4394-1844,7223,211,1800,Sep/2021
Citibank,3608-2181-5634-1593,4610,784,1900,Oct/2019
Citibank,3608-2181-4657-1163,6332,23,1900,Nov/2019
Citibank,3608-1395-5394-1718,4785,224,1000,Sep/2021
Citibank,3608-2181-4580-1551,2954,802,1600,Oct/2019
Citibank,3608-2800-5333-1038,5856,401,1000,Sep/2019
Citibank,3608-1721-5407-1278,4991,91,2000,Aug/2020
Citibank,3608-2507-5152-1465,7203,445,1800,Nov/2021
Citibank,3608-2968-5333-1129,7907,549,1200,Sep/2023
Citibank,3608-2596-5196-1181,7187,496,1900,Jun/2023
Citibank,3608-2181-4342-1163,7296,573,1000,Feb/2021
Citibank,3608-1395-4342-1892,4085,986,1600,Apr/2025
Citibank,3608-1192-4458-1837,4369,591,1700,Nov/2024
Citibank,3608-1782-5489-1603,5798,156,1800,Dec/2019
Citibank,3608-2181-5632-1637,3013,173,1400,Sep/2020
Citibank,3608-2181-5470-1383,4762,971,1400,Sep/2019
Citibank,3608-1192-5394-1189,4631,76,1100,Sep/2022
Citibank,3608-2181-4856-1518,5111,867,1000,May/2019
Citibank,3608-2588-5638-1597,5705,780,1700,Jun/2024
Citibank,3608-2067-4160-1121,5455,526,1800,Jun/2023
Citibank,3608-1192-4856-1322,7081,699,1800,Nov/2019
Citibank,3608-1395-4668-1631,4287,667,1100,Oct/2019
Citibank,3608-1682-5394-1631,2253,716,1400,Mar/2021
Citibank,3608-2507-5696-1856,5443,873,1200,Apr/2024
Citibank,3608-1682-5407-1216,2013,745,1500,Mar/2024
Citibank,3608-1333-5988-1128,4127,112,1400,Dec/2025
Citibank,3608-1782-5489-1435,6212,407,1400,Sep/2023
Citibank,3608-2181-5691-1056,6578,775,1300,Nov/2018
Citibank,3608-1192-5489-1745,6037,29,1700,Aug/2024
Citibank,3608-2800-5632-1056,6691,55,1200,Nov/2019
Citibank,3608-2968-4236-1497,3468,342,1800,Oct/2024
Citibank,3608-2181-5132-1351,6270,193,1300,Dec/2023
Citibank,3608-1192-4236-1583,4756,439,1800,Jan/2020
Citibank,3608-1782-5489-1844,6866,100,1600,May/2023
Citibank,3608-1721-5696-1839,5987,798,1000,Jun/2024
Citibank,3608-2596-5489-1936,2922,518,1500,Jul/2020
Citibank,3608-1782-4236-1181,3403,787,1800,Mar/2023
Citibank,3608-1192-4994-1094,6572,368,1400,Jan/2025
Citibank,3608-2800-5983-1475,6827,663,1100,Jul/2020
Citibank,3608-1192-5756-1245,7830,782,1300,Dec/2018
Citibank,3608-1395-4383-1916,4733,815,1400,Dec/2025
Citibank,3608-2596-5638-1705,8030,521,2000,Apr/2025
Citibank,3608-1395-4158-1718,3801,720,1700,Sep/2021
Citibank,3608-1333-5983-1631,2331,422,1100,Nov/2023
Citibank,3608-1333-4856-1001,2356,461,1600,Apr/2021
Citibank,3608-1721-4160-1361,3012,577,1200,Jul/2025
Citibank,3608-2968-5632-1255,6854,668,1000,Jul/2020
Citibank,3608-1782-5756-1009,5063,771,1900,May/2019
Citibank,3608-2800-5152-1009,5069,129,1900,Mar/2021
Citibank,3608-1395-5551-1476,4249,886,1500,Jan/2020
Citibank,3608-1721-4711-1383,2519,247,1400,Jun/2022
Citibank,3608-2067-5551-1440,5326,632,1700,Mar/2019
Citibank,3608-2588-4038-1892,7801,47,1200,May/2022
Citibank,3608-1192-4158-1682,6213,600,2000,Apr/2024
Citibank,3608-2596-4668-1844,2039,597,1700,Jun/2025
Citibank,3608-1721-4158-1265,2654,60,1800,Nov/2024
Citibank,3608-2181-4038-1597,3265,969,1900,Jun/2023
Citibank,3608-2067-4580-1631,5410,928,1500,Oct/2024
Citibank,3608-2507-5632-1761,3749,852,1400,Mar/2024
Citibank,3608-2507-5988-1292,2065,537,2000,Apr/2022
Citibank,3608-2968-5132-1399,6680,45,1800,Dec/2023
Citibank,3608-1192-4394-1121,3726,3,1400,Feb/2025
Citibank,3608-2181-4458-1983,5584,846,1800,Nov/2025
Citibank,3608-2588-4318-1686,4401,886,1900,Jan/2024
Citibank,3608-1192-5696-1915,5140,394,1700,May/2024
Citibank,3608-2181-5038-1428,4808,20,1400,Jul/2024
Citibank,3608-2596-5638-1900,2369,890,1900,Nov/2018
Citibank,3608-1395-5884-1631,4325,384,1700,Oct/2025
Citibank,3608-2588-5745-1037,4108,191,1900,Jul/2025
Citibank,3608-2067-5691-1761,6995,629,1200,Apr/2018
Citibank,3608-1782-4342-1185,3410,885,2000,Feb/2018
Citibank,3608-2596-5884-1190,3094,299,1600,Oct/2018
Citibank,3608-2751-5132-1440,5826,503,1600,Feb/2018
Citibank,3608-2596-4329-1140,7014,345,1900,Apr/2025
Citibank,3608-1395-4445-1915,3187,711,1700,Jul/2018
Citibank,3608-1192-5470-1583,4477,522,1200,Aug/2025
Citibank,3608-2968-4394-1001,7707,106,1400,Dec/2021
Citibank,3608-1782-5152-1068,4156,533,1000,Jun/2023
Citibank,3608-1721-4383-1983,4765,798,1700,May/2024
Citibank,3608-1721-4994-1892,4125,529,1700,Oct/2020
Citibank,3608-2067-5030-1109,5884,103,2000,Nov/2018
Citibank,3608-1395-5750-1795,4731,731,1200,Nov/2020
Citibank,3608-1682-5691-1682,4789,24,1600,Mar/2024
Citibank,3608-1192-4668-1054,3957,408,1300,Sep/2022
Citibank,3608-1395-4329-1838,2475,314,1400,May/2018
Citibank,3608-1395-4264-1140,5365,911,1500,Mar/2020
Citibank,3608-2067-4236-1428,1987,676,1300,Feb/2020
Citibank,3608-2800-5196-1795,3374,679,1300,Jun/2025
Citibank,3608-2588-5756-1129,7076,165,1200,Nov/2018
Citibank,3608-2507-4288-1551,6506,790,1100,Sep/2020
Citibank,3608-1333-5038-1038,7672,937,1000,Jul/2020
Citibank,3608-2596-4354-1442,7873,331,2000,Aug/2025
Citibank,3608-2800-5988-1109,3297,654,1100,Nov/2018
Citibank,3608-1721-4160-1001,7843,492,1600,Dec/2020
Citibank,3608-2181-4580-1682,7827,48,1100,Sep/2020
Citibank,3608-1333-5638-1856,3931,627,1300,May/2024
Citibank,3608-1333-4038-1980,4492,783,1100,Dec/2018
Citibank,3608-2800-5696-1828,6758,719,1600,May/2020
Citibank,3608-1782-5983-1024,3327,834,1900,Jul/2024
Citibank,3608-1192-4711-1440,3059,248,1400,Nov/2024
Citibank,3608-1682-4236-1960,4482,338,1800,Sep/2018
Citibank,3608-1192-5038-1794,3692,733,1200,Jul/2022
Citibank,3608-2968-5750-1032,3962,683,1300,Nov/2021
Citibank,3608-2968-5489-1646,2884,32,1400,Feb/2018
Citibank,3608-1721-5890-1121,7117,325,1000,Jul/2020
Citibank,3608-1782-5030-1583,3152,833,1600,Oct/2020
Citibank,3608-2968-5691-1038,6586,218,1500,Jul/2021
Citibank,3608-1682-4160-1399,6634,74,1100,Aug/2019
Citibank,3608-2596-5407-1629,3673,792,1100,Aug/2022
Citibank,3608-1333-5458-1215,2530,964,1500,Jun/2024
Citibank,3608-2588-5015-1407,6952,648,1300,May/2022
Citibank,3608-2588-5884-1292,3271,627,1500,Aug/2025
Citibank,3608-2968-5632-1794,3647,389,1300,Dec/2021
Citibank,3608-2800-5152-1603,2179,102,1300,Jun/2024
Citibank,3608-2067-5196-1660,7116,857,1600,Apr/2025
Citibank,3608-1395-5196-1682,6510,990,2000,Jul/2021
Citibank,3608-2596-4318-1518,5317,965,1500,Oct/2019
Citibank,3608-2067-5152-1351,6779,861,1000,Feb/2022
Citibank,3608-2968-4158-1182,4415,153,1900,Feb/2025
Citibank,3608-1333-5489-1572,7972,214,1600,Apr/2021
Citibank,3608-2181-4160-1631,5704,873,1200,Nov/2018
Citibank,3608-2800-4342-1053,3318,717,1800,Jan/2024
Citibank,3608-2067-5724-1399,5731,190,1200,Sep/2019
Citibank,3608-2596-5632-1856,7953,106,1700,Aug/2020
Citibank,3608-1395-4657-1440,6378,175,1900,Jun/2023
Citibank,3608-1782-5038-1435,2229,437,1600,Aug/2021
Citibank,3608-1782-4158-1189,7148,474,1600,Oct/2020
Citibank,3608-1395-4318-1745,6287,161,1000,Nov/2021
Citibank,3608-2181-5030-1220,6916,954,1000,Apr/2020
Citibank,3608-1192-4523-1121,6972,106,1600,Jan/2020
Citibank,3608-1782-4856-1351,4367,632,1600,Jun/2019
Citibank,3608-2507-4394-1056,2793,716,1500,Jul/2025
Citibank,3608-2751-4458-1474,3360,796,1900,Feb/2025
Citibank,3608-2181-5890-1631,3936,736,1000,Jul/2022
Citibank,3608-1782-5015-1009,4801,190,1400,Aug/2020
Citibank,3608-2596-5634-1892,4964,101,2000,Jun/2022
Citibank,3608-2181-5632-1037,2350,181,1800,Jun/2025
Citibank,3608-2751-5750-1064,4531,629,1500,Apr/2022
Citibank,3608-1395-4383-1839,5723,677,2000,Oct/2021
Citibank,3608-2181-5458-1613,5521,259,1800,Dec/2019
Citibank,3608-1721-4668-1718,2228,372,1200,Sep/2018
Citibank,3608-2751-4580-1821,6852,507,1200,Jun/2023
Citibank,3608-1333-4657-1936,4024,32,1600,Aug/2024
Citibank,3608-1782-4580-1274,2848,236,1800,Nov/2024
Citibank,3608-2067-5470-1999,3588,257,1700,Aug/2023
Citibank,3608-1682-5638-1054,5192,0,1200,Aug/2023
Citibank,3608-2067-4318-1976,6458,158,1000,Sep/2018
Citibank,3608-1721-5458-1440,6744,380,1100,Aug/2022
Citibank,3608-1192-4288-1693,5684,211,1400,Aug/2018
Citibank,3608-1395-5407-1128,2248,367,1900,Jul/2020
Citibank,3608-2588-5890-1121,2524,617,1200,Mar/2022
Citibank,3608-1333-4158-1558,3213,753,1900,Jun/2025
Citibank,3608-1721-5632-1094,6935,780,1900,Feb/2018
Citibank,3608-1721-4288-1055,2351,721,1200,Jan/2023
Citibank,3608-2067-4668-1795,6487,442,1600,May/2018
Citibank,3608-2800-5750-1892,7370,484,1400,Sep/2020
Citibank,3608-2507-4005-1278,2490,804,1500,Apr/2023
